"";"oid";"B1";"B2";"B3";"B4";"B5";"B6";"B7";"sensor";"date";"areosols"
"8237";153230050;429;545;451;2144;1230;292,4;559;"L7";2011-06-16;"medium"
"8238";153220120;420;650;422;2377;956;294,5;381;"L7";2011-07-18;"medium"
"8239";153230040;431;525;292;1192;401;294,5;119;"L7";2011-07-18;"medium"
"8240";153230050;411;613;449;2407;1255;295;562;"L7";2011-07-18;"medium"
"8241";154220020;402;627;419;3136;1680;292,9;835;"L7";2011-07-18;"medium"
"8242";154220080;323;468;276;673;115;293,4;88;"L7";2011-07-18;"medium"
"8243";154220020;399;526;401;4001;1922;291,3;853;"L7";2011-08-03;"medium"
"8244";153220120;330;615;474;1359;915;290,8;523;"L7";2011-09-04;"medium"
"8245";153230040;193;229;176;810;255;289,7;117;"L7";2011-09-04;"low"
"8246";153230050;242;411;339;1799;914;288,6;429;"L7";2011-09-04;"low"
"8247";154220020;277;482;307;3269;1529;290,2;717;"L7";2011-09-04;"medium"
"8248";154220080;163;247;144;511;195;288,6;22;"L7";2011-09-04;"medium"
"8249";154230020;195;238;185;708;194;289,2;148;"L7";2011-09-04;"medium"
"8250";153220120;252;371;281;766;397;289,7;258;"L7";2012-05-01;"medium"
"8251";153230040;280;367;277;600;347;290,2;205;"L7";2012-05-01;"low"
"8252";153230050;503;700;774;1526;1605;293,9;1265;"L7";2012-05-01;"low"
"8253";154210040;286;342;233;551;294;290,8;179;"L7";2012-05-01;"medium"
"8254";154210060;360;464;383;1462;898;292,4;422;"L7";2012-05-01;"medium"
"8255";154220020;337;567;454;2049;1568;292,9;795;"L7";2012-05-01;"medium"
"8256";154220070;335;400;284;861;582;290,2;340;"L7";2012-05-01;"low"
"8257";154220080;181;270;167;480;273;289,2;74;"L7";2012-05-01;"low"
"8258";154230020;266;328;280;434;297;289,2;126;"L7";2012-05-01;"low"
"8259";153230040;259;365;288;1406;557;292,4;264;"L7";2012-06-18;"low"
"8260";153230050;423;645;522;1867;1194;293,9;776;"L7";2012-06-18;"low"
"8261";154220020;286;539;371;3269;1615;293,9;736;"L7";2012-06-18;"medium"
"8262";154230020;344;551;311;706;342;293,4;165;"L7";2012-06-18;"low"
"8263";153230040;528;572;378;1162;449;291,3;287;"L7";2012-08-05;"medium"
"8264";153230050;549;687;647;2126;1500;292,9;970;"L7";2012-08-05;"medium"
"8265";154220020;322;508;382;3278;1617;294,5;729;"L7";2012-08-05;"medium"
"8266";154220080;365;404;246;730;373;292,9;180;"L7";2012-08-05;"medium"
"8267";153220120;558;663;476;1767;752;290,8;365;"L7";2013-06-05;"medium"
"8268";154220080;212;290;162;570;139;291,3;87;"L7";2013-06-05;"medium"
"8269";154230020;347;370;274;820;241;291,3;164;"L7";2013-06-05;"medium"
"8270";153220120;332;620;421;2122;923;294,5;470;"L7";2013-06-21;"medium"
"8271";153230040;299;377;260;1154;418;295;268;"L7";2013-06-21;"low"
"8272";153230050;355;541;481;2180;1326;297,5;717;"L7";2013-06-21;"low"
"8273";154220020;339;550;357;3227;1586;296;701;"L7";2013-06-21;"medium"
"8274";154220080;190;301;153;593;272;294,5;93;"L7";2013-06-21;"medium"
"8275";154230020;202;278;172;633;271;296,5;117;"L7";2013-06-21;"medium"
"8276";153220120;547;836;586;2840;1283;290,2;597;"L7";2013-07-07;"high"
"8277";154220020;376;603;363;3394;1671;292,9;697;"L7";2013-07-07;"medium"
"8278";154220070;360;479;350;2039;734;290,8;291;"L7";2013-07-07;"medium"
"8279";154220080;176;301;133;623;195;292,4;39;"L7";2013-07-07;"medium"
"8280";154230020;568;676;526;902;388;290,2;214;"L7";2013-07-07;"medium"
"8281";153230040;346;455;315;1241;539;296;268;"L7";2013-08-08;"medium"
"8282";153230050;496;642;584;1822;1287;297,5;717;"L7";2013-08-08;"medium"
"8283";154220070;354;460;316;1612;731;295;327;"L7";2013-08-08;"medium"
"8284";154230020;426;569;353;883;352;296;185;"L7";2013-08-08;"medium"
"8285";153230040;295;385;233;1158;429;290,2;133;"L7";2013-08-24;"medium"
"8286";153230050;411;562;391;2372;1502;290,8;833;"L7";2013-08-24;"medium"
"8287";153220120;295;547;428;1183;601;290,8;311;"L7";2013-09-09;"low"
"8288";153230040;243;274;184;792;298;290,2;124;"L7";2013-09-09;"low"
"8289";153230050;339;480;438;1922;1476;291,8;904;"L7";2013-09-09;"low"
"8290";154220070;221;378;298;1192;606;290,8;249;"L7";2013-09-09;"low"
"8291";154220080;197;272;133;338;178;290,2;124;"L7";2013-09-09;"low"
"8292";154230020;184;187;82;369;116;290,2;29;"L7";2013-09-09;"low"
"8293";153220120;558;542;468;1136;525;283,6;253;"L7";2013-10-11;"medium"
"8295";153230050;667;786;717;1670;1257;282,5;798;"L7";2013-10-11;"medium"
"8296";154220020;568;731;632;2801;1764;285,3;952;"L7";2013-10-11;"medium"
"8297";154220080;506;421;322;668;315;284,2;121;"L7";2013-10-11;"medium"
"8298";153220120;301;428;361;1119;567;291,8;319;"L7";2014-05-23;"medium"
"8299";153230040;276;380;204;1041;423;292,9;269;"L7";2014-05-23;"low"
"8300";153230050;350;586;501;1907;1338;295,5;817;"L7";2014-05-23;"low"
"8301";154220020;267;562;401;2859;1452;295,5;802;"L7";2014-05-23;"medium"
"8302";154220070;193;370;231;1773;691;291,8;345;"L7";2014-05-23;"medium"
"8303";154220080;178;243;155;392;177;292,4;41;"L7";2014-05-23;"medium"
"8304";154230020;242;335;182;517;227;293,4;143;"L7";2014-05-23;"medium"
"8305";154220020;386;543;390;2708;1502;292,9;715;"L7";2014-06-08;"medium"
"8306";154220070;300;420;260;1422;556;290,8;214;"L7";2014-06-08;"medium"
"8307";154230020;427;626;405;806;283;290,8;186;"L7";2014-06-08;"medium"
"8308";153230040;297;358;221;1235;453;285,3;233;"L7";2014-06-24;"medium"
"8309";153230050;296;486;355;1904;1145;285,9;527;"L7";2014-06-24;"medium"
"8310";153220120;360;650;463;2631;1131;293,4;524;"L7";2014-07-10;"medium"
"8311";153230040;440;587;330;1040;344;292,9;167;"L7";2014-07-10;"medium"
"8312";153230050;401;630;502;2503;1764;294,5;929;"L7";2014-07-10;"medium"
"8313";154220080;198;327;154;680;225;292,9;67;"L7";2014-07-10;"medium"
"8314";154230020;366;504;294;755;320;292,9;142;"L7";2014-07-10;"medium"
"8315";154220020;393;574;406;3164;1637;296,5;705;"L7";2014-07-26;"medium"
"8316";154220070;358;485;268;2023;793;293,4;333;"L7";2014-07-26;"medium"
"8317";153230040;359;426;263;1159;431;292,9;211;"L7";2014-08-11;"medium"
"8318";153230050;472;600;529;2377;1613;293,9;875;"L7";2014-08-11;"medium"
"8319";154220020;451;627;417;3288;1710;293,4;795;"L7";2014-08-11;"high"
"8320";154220020;625;727;585;3009;1521;285,9;747;"L7";2014-09-12;"medium"
"8321";153230040;377;385;360;590;423;276,6;292;"L7";2015-04-08;"low"
"8322";153230050;446;614;564;1256;1409;280,1;1040;"L7";2015-04-08;"low"
"8323";154220080;653;725;710;975;899;273,5;630;"L7";2015-04-08;"medium"
"8324";153220120;225;419;244;1352;623;291,8;309;"L7";2015-06-11;"low"
"8325";153230040;265;333;239;1197;459;289,7;261;"L7";2015-06-11;"low"
"8326";153230050;372;553;525;2294;1626;292,9;979;"L7";2015-06-11;"low"
"8327";154220020;271;536;365;3130;1547;291,3;748;"L7";2015-06-11;"medium"
"8328";154220070;314;488;286;1702;720;290,2;310;"L7";2015-06-11;"low"
"8329";154220080;188;287;160;510;201;290,8;116;"L7";2015-06-11;"low"
"8330";154230020;311;448;270;625;272;291,8;116;"L7";2015-06-11;"low"
"8331";153220120;233;490;272;2323;932;291,8;333;"L7";2015-06-27;"medium"
"8332";153230040;249;338;244;1123;458;290,2;212;"L7";2015-06-27;"low"
"8333";153230050;304;500;463;2044;1423;292,4;769;"L7";2015-06-27;"low"
"8334";153230040;416;518;393;1424;611;290,2;251;"L7";2015-07-29;"medium"
"8335";153230050;562;679;557;2279;1586;290,8;756;"L7";2015-07-29;"medium"
"8336";154220070;324;469;284;1439;614;289,7;250;"L7";2015-07-29;"high"
"8337";153220120;312;637;454;2119;1067;296;507;"L7";2015-08-14;"low"
"8338";154220020;268;477;371;3251;1603;296;702;"L7";2015-08-14;"low"
"8339";154220080;206;331;157;494;147;294,5;76;"L7";2015-08-14;"low"
"8340";154230020;264;374;259;708;280;293,9;130;"L7";2015-08-14;"low"
"8341";153230040;291;318;264;866;328;290,8;200;"L7";2015-08-30;"medium"
"8342";153230050;389;631;542;2036;1495;292,9;869;"L7";2015-08-30;"medium"
"8343";154220020;357;539;366;3216;1683;292,9;752;"L7";2015-08-30;"medium"
"8344";154220080;336;408;249;627;242;291,3;202;"L7";2015-08-30;"medium"
"8345";154220070;345;484;284;1760;829;290,2;376;"L7";2016-05-12;"medium"
"8346";154230020;334;412;339;729;230;290,2;118;"L7";2016-05-12;"medium"
"8347";154220080;476;525;371;1018;406;289,2;186;"L7";2016-05-28;"high"
"8348";154220080;324;476;195;644;113;292,4;85;"L7";2016-06-29;"medium"
"8349";154230020;378;542;280;856;289;293,9;163;"L7";2016-06-29;"medium"
"8350";153220120;402;738;470;2912;1191;292,9;473;"L7";2016-07-31;"medium"
"8351";153230040;444;391;222;602;172;291,3;63;"L7";2016-07-31;"medium"
"8352";153230050;333;319;222;737;304;291,8;173;"L7";2016-07-31;"medium"
"8353";154220080;338;439;242;534;259;291,3;122;"L7";2016-07-31;"medium"
"8354";153230040;312;297;223;969;323;288,1;239;"L7";2016-08-16;"medium"
"8355";153230050;359;489;419;2741;1623;288,6;783;"L7";2016-08-16;"medium"
"8356";153220120;311;463;320;1432;691;291,8;297;"L7";2016-09-01;"medium"
"8357";153230040;251;315;212;884;305;290,2;143;"L7";2016-09-01;"medium"
"8358";153230050;299;499;398;2166;1251;290,8;667;"L7";2016-09-01;"medium"
"8359";154220070;252;436;293;1786;754;290,2;300;"L7";2016-09-01;"medium"
"8360";154220080;231;359;177;496;189;290,2;113;"L7";2016-09-01;"medium"
"8361";154230020;307;347;215;590;158;290,2;113;"L7";2016-09-01;"medium"
"8362";153220120;264;482;385;1252;731;290,2;362;"L7";2016-09-17;"low"
"8363";153230040;288;277;250;731;411;288,6;163;"L7";2016-09-17;"low"
"8364";153230050;387;525;421;1970;1560;288,6;957;"L7";2016-09-17;"low"
"8365";154220020;294;459;412;2525;1612;289,2;667;"L7";2016-09-17;"low"
"8366";154220070;225;238;164;575;251;288,6;97;"L7";2016-09-17;"low"
"8367";154220080;228;267;89;310;186;289,2;97;"L7";2016-09-17;"low"
"8368";154230020;248;294;190;468;186;289,2;97;"L7";2016-09-17;"low"
"8369";154220020;358;603;485;2416;1377;285,9;735;"L7";2018-05-02;"medium"
"8370";154220070;297;472;366;1189;655;285,3;337;"L7";2018-05-02;"low"
"8371";154220080;196;248;186;433;244;285,9;126;"L7";2018-05-02;"low"
"8372";154230020;301;387;292;437;271;288,6;153;"L7";2018-05-02;"low"
"8373";153220120;308;545;428;1651;1011;296,5;436;"L7";2018-06-03;"medium"
"8374";154220070;358;541;423;2099;991;291,8;512;"L7";2018-06-03;"medium"
"8375";154230020;391;475;346;737;363;291,8;237;"L7";2018-06-03;"medium"
"8376";154220020;369;601;446;3514;1793;294,5;845;"L7";2018-06-19;"medium"
"8377";154220080;373;498;294;576;313;291,8;139;"L7";2018-06-19;"medium"
"8378";153230040;274;434;311;1299;538;292,9;241;"L7";2018-07-05;"low"
"8379";153230050;401;574;529;1996;1464;295,5;903;"L7";2018-07-05;"low"
"8380";154220020;249;489;323;3210;1625;295,5;715;"L7";2018-07-05;"medium"
"8381";154220070;310;473;327;1620;803;293,4;366;"L7";2018-07-05;"low"
"8382";154230020;275;341;247;871;298;292,9;216;"L7";2018-07-05;"low"
"8383";154220070;448;591;360;1815;863;292,4;330;"L7";2018-07-21;"medium"
"8384";154220080;244;339;210;580;341;291,3;177;"L7";2018-08-06;"medium"
"8385";153220120;296;485;350;1328;482;292,9;164;"L7";2018-08-22;"low"
"8386";153230040;211;271;222;693;290;291,8;192;"L7";2018-08-22;"low"
"8387";154220070;279;416;241;1656;679;291,3;308;"L7";2018-08-22;"medium"
"8388";154220080;238;369;200;926;263;291,3;135;"L7";2018-08-22;"medium"
"8389";154230020;270;291;196;602;179;292,4;135;"L7";2018-08-22;"low"
"8390";153230040;369;306;217;1162;534;286,4;313;"L7";2018-09-23;"low"
"8391";153230050;452;578;485;2279;1796;286,4;989;"L7";2018-09-23;"low"
"8392";154220080;472;522;264;531;259;285,9;170;"L7";2018-09-23;"medium"
"8393";153220120;366;545;399;1151;835;281,9;376;"L7";2018-10-09;"low"
"8394";153230040;209;336;246;763;275;282,5;166;"L7";2018-10-09;"low"
"8395";153230050;370;512;463;1837;1669;283;964;"L7";2018-10-09;"low"
"8396";154220070;351;486;343;1821;1127;283;466;"L7";2018-10-09;"low"
"8397";154230020;314;412;280;551;277;280,7;209;"L7";2018-10-09;"low"
"8398";153220120;389;509;558;1003;831;279,6;640;"L7";2019-04-03;"low"
"8399";153230040;332;362;238;471;440;279,6;180;"L7";2019-04-03;"low"
"8400";153230050;428;599;611;1482;1901;281,9;1308;"L7";2019-04-03;"low"
"8401";154220020;443;620;704;1600;1837;281,3;1232;"L7";2019-04-03;"low"
"8402";154220070;375;399;433;770;625;279,6;427;"L7";2019-04-03;"low"
"8403";154220080;235;244;176;236;264;278,4;150;"L7";2019-04-03;"low"
"8404";154230020;245;290;219;331;113;279;89;"L7";2019-04-03;"low"
"8405";153220120;259;389;346;552;450;286,4;272;"L7";2019-04-19;"low"
"8406";153230040;311;397;331;598;531;285,9;381;"L7";2019-04-19;"low"
"8407";153230050;375;559;620;1331;1521;291,3;1175;"L7";2019-04-19;"low"
"8408";154210040;307;394;349;469;264;287,5;163;"L7";2019-04-19;"low"
"8409";154210060;416;537;582;1261;1379;289,7;858;"L7";2019-04-19;"low"
"8410";154220070;351;501;443;995;1047;288,1;604;"L7";2019-04-19;"low"
"8411";154230020;204;279;184;338;129;285,3;162;"L7";2019-04-19;"low"
"8412";153230040;347;448;362;1283;636;291,8;370;"L7";2019-06-06;"medium"
"8413";153230050;425;639;591;1933;1685;292,9;980;"L7";2019-06-06;"medium"
"8414";154210040;228;374;296;841;420;292,9;219;"L7";2019-06-06;"medium"
"8415";154210060;259;433;251;2278;1110;292,9;554;"L7";2019-06-06;"medium"
"8416";154220020;298;551;378;3106;1544;293,9;728;"L7";2019-06-06;"medium"
"8417";154220080;247;322;153;597;175;292,9;16;"L7";2019-06-06;"medium"
"8418";153230040;314;414;350;1180;630;293,9;364;"L7";2019-06-22;"low"
"8419";153230050;314;517;442;1886;1298;294,5;709;"L7";2019-06-22;"low"
"8420";154210060;308;481;335;3145;1290;292,9;693;"L7";2019-06-22;"medium"
"8421";154220020;264;468;306;3515;1646;293,9;689;"L7";2019-06-22;"medium"
"8422";154220070;327;524;356;1503;562;293,9;291;"L7";2019-06-22;"low"
"8423";154230020;458;678;495;986;440;293,9;240;"L7";2019-06-22;"medium"
"8424";153220120;557;995;635;3191;1474;293,4;578;"L7";2019-07-24;"high"
"8425";154220020;393;595;406;3575;1725;292,9;684;"L7";2019-07-24;"medium"
"8426";154220070;428;529;284;1400;643;290,8;281;"L7";2019-07-24;"medium"
"8427";154230020;432;480;302;908;432;290,8;144;"L7";2019-07-24;"medium"
"8428";153220120;547;777;590;2104;1054;288,6;463;"L7";2019-08-09;"medium"
"8429";153230040;573;647;453;1413;565;290,8;293;"L7";2019-08-09;"medium"
"8430";153230050;682;768;646;2311;1668;292,4;963;"L7";2019-08-09;"medium"
"8431";154220020;680;812;596;3289;1726;290,2;752;"L7";2019-08-09;"high"
"8432";154220070;494;547;406;1195;375;289,2;209;"L7";2019-08-09;"medium"
"8433";153230040;319;408;342;1004;471;293,4;259;"L7";2019-08-25;"low"
"8434";153230050;388;507;386;1707;1521;293,4;703;"L7";2019-08-25;"low"
"8435";154210040;261;394;308;716;239;293,4;139;"L7";2019-08-25;"medium"
"8436";154210060;278;422;263;2311;881;292,9;413;"L7";2019-08-25;"medium"
"8437";154220020;309;487;345;2973;1629;293,9;652;"L7";2019-08-25;"medium"
"8438";154220070;322;493;282;1729;992;292,9;441;"L7";2019-08-25;"medium"
"8439";154220080;252;340;213;335;125;292,9;50;"L7";2019-08-25;"medium"
"8440";154230020;347;354;273;619;153;293,4;109;"L7";2019-08-25;"medium"
"8441";154220070;530;481;390;860;331;289,2;190;"L7";2019-09-10;"medium"
"8442";154230020;459;433;373;696;427;289,2;222;"L7";2019-09-10;"medium"
"8443";153230040;362;444;419;1047;309;283,6;217;"L7";2019-09-26;"low"
"8444";153230050;539;635;617;1943;1811;284,2;854;"L7";2019-09-26;"low"
"8445";154210040;384;482;307;752;451;285,3;135;"L7";2019-09-26;"medium"
"8446";154210060;409;489;283;2052;1200;284,7;567;"L7";2019-09-26;"medium"
"8447";154220020;457;569;533;3001;1814;285,9;794;"L7";2019-09-26;"medium"
"8448";154220070;460;557;462;1501;857;286,4;410;"L7";2019-09-26;"medium"
"8449";154230020;335;392;202;532;126;284,7;27;"L7";2019-09-26;"medium"
"8450";153220120;443;684;467;2375;1046;291,3;451;"L7";1999-07-17;"medium"
"8451";153230050;324;464;352;2286;944;292,9;398;"L7";1999-07-17;"medium"
"8452";153210100;614;607;474;1222;566;292,9;361;"L7";1999-08-02;"high"
"8453";153210130;474;631;451;2061;1182;293,9;499;"L7";1999-08-02;"high"
"8454";153210200;518;621;509;2167;992;291,8;469;"L7";1999-08-02;"high"
"8455";153220190;439;530;447;1019;517;293,9;387;"L7";1999-08-02;"medium"
"8456";153230040;417;483;344;1362;594;292,4;279;"L7";1999-08-02;"medium"
"8457";153230050;420;531;489;2297;1061;293,4;601;"L7";1999-08-02;"medium"
"8458";153210100;362;416;332;910;442;290,2;272;"L7";1999-08-18;"medium"
"8459";153220190;595;580;454;731;249;288,6;129;"L7";1999-08-18;"medium"
"8460";153230040;390;428;253;916;249;287,5;100;"L7";1999-08-18;"medium"
"8461";153230050;685;778;673;2498;1274;288,1;616;"L7";1999-08-18;"medium"
"8462";153210100;580;583;480;1140;654;287;449;"L7";1999-09-19;"high"
"8463";153210130;605;728;633;1787;1425;286,4;777;"L7";1999-09-19;"high"
"8464";153210100;448;524;535;1151;1133;277,8;754;"L7";1999-10-21;"low"
"8465";153210110;534;529;429;2143;1369;279;663;"L7";1999-10-21;"low"
"8467";153210200;386;369;216;760;402;277,2;185;"L7";1999-10-21;"low"
"8468";153220050;319;334;220;373;221;279,6;91;"L7";1999-10-21;"low"
"8469";153220120;482;630;480;1345;813;278,4;422;"L7";1999-10-21;"low"
"8470";153220190;344;367;288;272;38;279;-49;"L7";1999-10-21;"low"
"8471";153210100;374;448;328;1293;687;295,5;339;"L7";2000-04-30;"medium"
"8472";153210110;413;569;476;1882;1064;294,5;479;"L7";2000-04-30;"medium"
"8473";153210200;339;540;365;1696;981;292,9;477;"L7";2000-04-30;"medium"
"8474";153220050;396;472;349;568;151;292,4;119;"L7";2000-04-30;"medium"
"8475";153210100;286;375;269;768;354;293,4;246;"L7";2000-05-16;"medium"
"8476";153210110;368;581;453;2030;1048;292,4;526;"L7";2000-05-16;"medium"
"8477";153210130;256;433;380;767;501;291,8;271;"L7";2000-05-16;"medium"
"8478";153210200;285;439;307;1697;847;292,9;373;"L7";2000-05-16;"medium"
"8479";153220050;250;391;264;652;233;290,2;120;"L7";2000-05-16;"low"
"8480";153220120;284;514;413;1572;797;291,3;472;"L7";2000-05-16;"low"
"8481";153220190;264;420;329;614;405;292,4;271;"L7";2000-05-16;"low"
"8482";153230040;184;326;187;1012;358;290,8;197;"L7";2000-05-16;"low"
"8483";153230050;259;513;393;2230;1110;293,4;570;"L7";2000-05-16;"low"
"8484";153210130;321;538;380;1610;1015;290,2;508;"L7";2000-06-01;"medium"
"8485";153210200;312;450;340;1876;940;289,7;384;"L7";2000-06-01;"medium"
"8486";153220050;312;471;358;894;388;289,7;212;"L7";2000-06-01;"medium"
"8487";153220120;344;521;385;1755;820;290,2;360;"L7";2000-06-01;"medium"
"8488";153220190;376;550;504;1361;699;290,8;431;"L7";2000-06-01;"low"
"8489";153210100;312;438;291;879;476;288,1;309;"L7";2000-06-17;"medium"
"8490";153210130;290;459;271;1934;1012;285,9;409;"L7";2000-06-17;"medium"
"8491";153220190;458;560;518;955;498;289,7;357;"L7";2000-06-17;"medium"
"8492";153210110;413;610;447;2894;1369;291,3;619;"L7";2000-07-03;"medium"
"8493";153210130;373;557;362;2317;1389;289,7;567;"L7";2000-07-03;"medium"
"8494";153220120;401;601;381;2246;950;289,2;364;"L7";2000-07-03;"medium"
"8495";153230040;386;502;257;1223;462;288,6;214;"L7";2000-07-03;"medium"
"8496";153230050;443;543;426;2220;1164;289,7;563;"L7";2000-07-03;"medium"
"8497";153210110;498;604;479;1773;803;289,2;375;"L7";2000-08-20;"medium"
"8498";153220120;351;541;399;1175;599;293,4;313;"L7";2000-08-20;"medium"
"8499";153220190;452;673;518;833;341;292,9;282;"L7";2000-08-20;"medium"
"8500";153230040;307;431;256;1174;456;291,3;194;"L7";2000-08-20;"medium"
"8501";153230050;355;508;393;1988;1081;292,4;493;"L7";2000-08-20;"medium"
"8502";153210130;342;511;420;2061;1520;287;721;"L7";2000-09-05;"medium"
"8503";153210200;342;424;294;2089;836;287,5;335;"L7";2000-09-05;"medium"
"8504";153230040;270;257;97;580;156;287;79;"L7";2000-09-05;"medium"
"8505";153230050;321;400;272;2082;927;287;367;"L7";2000-09-05;"medium"
"8506";153210100;319;383;319;874;531;286,4;345;"L7";2000-09-21;"medium"
"8507";153210110;412;543;378;2376;1185;286,4;560;"L7";2000-09-21;"medium"
"8508";153210130;275;435;365;1402;1358;284,7;703;"L7";2000-09-21;"medium"
"8509";153210200;224;377;288;1510;735;286,4;273;"L7";2000-09-21;"medium"
"8510";153220050;300;380;259;360;191;285,9;134;"L7";2000-09-21;"low"
"8511";153220120;359;443;396;916;667;287;381;"L7";2000-09-21;"low"
"8512";153220190;307;325;317;510;259;285,9;134;"L7";2000-09-21;"low"
"8513";153230040;229;269;109;658;293;285,3;30;"L7";2000-09-21;"low"
"8514";153230050;231;418;321;2264;1037;285,3;520;"L7";2000-09-21;"low"
"8515";153210100;426;515;412;871;627;286,4;455;"L7";2000-10-07;"medium"
"8516";153210110;425;589;541;2251;1237;285,9;668;"L7";2000-10-07;"medium"
"8517";153210130;423;587;571;1229;1678;285,3;1006;"L7";2000-10-07;"medium"
"8518";153210200;382;547;504;1621;867;285,9;454;"L7";2000-10-07;"medium"
"8519";153220050;436;463;334;509;344;284,7;243;"L7";2000-10-07;"medium"
"8520";153220120;581;569;616;1095;828;285,9;622;"L7";2000-10-07;"low"
"8521";153220190;463;520;448;694;385;284,7;243;"L7";2000-10-07;"low"
"8522";153230040;354;346;229;535;309;284,7;162;"L7";2000-10-07;"low"
"8523";153230050;481;693;659;2162;1734;285,9;993;"L7";2000-10-07;"low"
"8524";153210100;666;625;627;1016;1054;283;708;"L7";2000-10-23;"low"
"8525";153210130;601;636;647;1115;1521;280,1;876;"L7";2000-10-23;"medium"
"8526";153210200;692;705;619;1601;1054;281,9;554;"L7";2000-10-23;"low"
"8527";153220050;683;713;586;674;368;280,7;140;"L7";2000-10-23;"medium"
"8529";153220190;595;526;384;563;170;281,3;192;"L7";2000-10-23;"medium"
"8533";153210110;699;780;760;1590;1639;282,5;1107;"L7";2001-04-17;"high"
"8540";153210100;243;383;307;596;421;288,6;228;"L7";2001-05-03;"low"
"8541";153210110;456;599;501;1546;1084;289,2;723;"L7";2001-05-03;"low"
"8542";153210130;286;371;398;592;523;287,5;332;"L7";2001-05-03;"low"
"8543";153210200;339;513;444;1211;953;289,2;616;"L7";2001-05-03;"low"
"8544";153220050;357;431;452;713;624;283;435;"L7";2001-05-03;"medium"
"8545";153220120;278;432;334;1128;597;284,2;357;"L7";2001-05-03;"low"
"8546";153220190;320;456;415;837;571;285,9;409;"L7";2001-05-03;"low"
"8547";153230040;249;366;332;637;573;285,9;409;"L7";2001-05-03;"low"
"8548";153230050;329;475;468;1249;1077;287,5;718;"L7";2001-05-03;"low"
"8549";153210110;427;621;396;1811;844;293,9;350;"L7";2001-07-06;"medium"
"8550";153210130;310;499;347;1599;768;294,5;297;"L7";2001-07-06;"medium"
"8551";153220050;470;735;384;382;73;293,9;64;"L7";2001-07-06;"medium"
"8552";153220120;331;604;461;2533;1285;295;632;"L7";2001-07-06;"medium"
"8553";153220190;331;452;326;1459;592;294,5;270;"L7";2001-07-06;"medium"
"8554";153230040;290;327;156;668;168;292,9;141;"L7";2001-07-06;"medium"
"8555";153230050;352;505;391;2863;1458;294,5;631;"L7";2001-07-06;"medium"
"8556";153210100;643;700;582;1550;945;292,9;577;"L7";2001-08-23;"medium"
"8557";153210110;474;594;443;2168;1061;293,4;520;"L7";2001-08-23;"medium"
"8558";153210130;255;451;270;1927;1144;292,4;519;"L7";2001-08-23;"medium"
"8559";153210200;307;454;341;2059;1056;293,9;547;"L7";2001-08-23;"medium"
"8560";153220050;353;566;395;508;290;293,4;136;"L7";2001-08-23;"medium"
"8561";153220120;440;610;504;2257;1172;295,5;607;"L7";2001-08-23;"medium"
"8562";153210100;405;470;391;872;440;291,8;279;"L7";2002-05-06;"medium"
"8563";153210110;410;589;497;2203;1114;291,8;679;"L7";2002-05-06;"medium"
"8564";153210130;419;511;490;872;647;289,2;386;"L7";2002-05-06;"medium"
"8565";153220120;353;473;395;1259;697;291,3;411;"L7";2002-05-06;"medium"
"8566";153220190;414;508;425;868;282;289,7;119;"L7";2002-05-06;"medium"
"8567";153230040;384;409;255;996;411;291,3;225;"L7";2002-05-06;"medium"
"8568";153230050;429;598;526;1986;1188;293,4;702;"L7";2002-05-06;"medium"
"8569";153210100;440;583;474;1255;795;290,2;527;"L7";2002-05-22;"medium"
"8570";153220050;337;440;327;670;271;290,2;192;"L7";2002-05-22;"medium"
"8571";153220120;366;578;471;1829;794;289,2;398;"L7";2002-05-22;"medium"
"8572";153210100;367;489;359;1096;629;291,3;461;"L7";2002-06-07;"medium"
"8573";153210200;383;552;396;2055;919;290,2;486;"L7";2002-06-07;"medium"
"8574";153220050;401;593;433;813;410;289,7;312;"L7";2002-06-07;"medium"
"8575";153220120;467;672;599;2179;846;288,1;485;"L7";2002-06-07;"medium"
"8576";153230040;262;329;234;902;345;290,2;190;"L7";2002-06-07;"low"
"8577";153230050;355;573;472;2446;1577;292,4;946;"L7";2002-06-07;"low"
"8578";153210110;534;731;535;2517;1296;295;581;"L7";2002-07-09;"medium"
"8579";153210200;529;623;500;2017;1094;295;685;"L7";2002-07-09;"high"
"8580";153220120;384;639;493;2257;1041;294,5;423;"L7";2002-07-09;"medium"
"8581";153220190;432;561;485;1332;564;295;346;"L7";2002-07-09;"medium"
"8582";153210100;405;602;458;957;623;293,9;411;"L7";2002-08-10;"high"
"8583";153210110;575;724;543;2438;1209;295,5;643;"L7";2002-08-10;"high"
"8584";153210130;597;758;664;2589;1602;288,1;818;"L7";2002-08-10;"high"
"8585";153210200;500;685;621;1904;1174;294,5;725;"L7";2002-08-10;"high"
"8586";153210100;617;635;501;1276;760;294,5;404;"L7";2002-08-26;"high"
"8587";153210130;612;663;444;2130;1463;293,4;750;"L7";2002-08-26;"high"
"8588";153230040;615;619;435;1377;546;293,4;279;"L7";2002-08-26;"high"
"8589";153230050;696;734;537;1840;1115;294,5;464;"L7";2002-08-26;"high"
"8590";153220050;301;407;348;591;269;290,2;155;"L7";2002-09-11;"low"
"8591";153220120;402;572;494;1264;552;290,2;318;"L7";2002-09-11;"low"
"8592";153220190;403;534;459;699;333;290,8;220;"L7";2002-09-11;"low"
