"";"oid";"B1";"B2";"B3";"B4";"B5";"B6";"B7";"sensor";"date";"areosols"
"8593";153230040;199;204;93;851;302;289,7;188;"L7";2002-09-11;"low"
"8594";153230050;298;422;384;2225;1205;289,7;639;"L7";2002-09-11;"low"
"8595";153210200;483;615;511;2019;1146;294,5;713;"L7";2003-05-25;"medium"
"8596";153220050;532;627;400;523;135;291,3;85;"L7";2003-05-25;"high"
"8597";153220120;442;601;479;2533;920;292,4;426;"L7";2003-05-25;"high"
"8598";153220190;456;588;487;1423;490;291,8;269;"L7";2003-05-25;"medium"
"8599";153210110;552;756;705;2873;1555;292,4;708;"L7";2003-08-13;"medium"
"8600";153210130;357;573;340;2688;1471;293,4;649;"L7";2003-08-13;"high"
"8601";153210200;499;621;581;2134;1125;292,4;643;"L7";2003-08-13;"medium"
"8602";153220050;526;658;571;1128;660;288,1;387;"L7";2003-08-13;"medium"
"8603";153220190;523;656;592;1123;631;290,2;414;"L7";2003-08-13;"medium"
"8604";153230040;369;445;319;1309;492;290,8;185;"L7";2003-08-13;"medium"
"8605";153230050;460;569;450;2097;1099;291,8;501;"L7";2003-08-13;"medium"
"8606";153210100;353;511;367;882;597;293,4;254;"L7";2004-07-30;"medium"
"8607";153210110;375;536;389;2328;1421;295,5;574;"L7";2004-07-30;"medium"
"8608";153210130;265;417;325;1650;1086;293,4;547;"L7";2004-07-30;"medium"
"8609";153210200;248;389;299;1641;878;293,9;414;"L7";2004-07-30;"medium"
"8610";153220050;337;505;323;590;214;292,4;150;"L7";2004-07-30;"medium"
"8611";153220120;321;606;533;2271;1313;293,9;703;"L7";2004-07-30;"medium"
"8612";153220190;202;333;229;716;290;293,9;125;"L7";2004-07-30;"low"
"8613";153230040;253;341;176;718;241;292,4;98;"L7";2004-07-30;"low"
"8614";153230050;234;385;255;2249;1077;293,4;463;"L7";2004-07-30;"low"
"8615";153210100;657;769;700;1376;826;277,2;550;"L7";2005-05-14;"medium"
"8616";153230040;529;635;541;1123;747;274,7;521;"L7";2005-05-14;"medium"
"8617";153230050;570;746;639;1816;1269;277,2;774;"L7";2005-05-14;"medium"
"8618";153210110;516;623;459;2106;966;291,8;502;"L7";2005-05-30;"high"
"8619";153210130;451;552;457;985;484;291,8;292;"L7";2005-05-30;"high"
"8620";153210200;491;598;520;1887;1191;292,4;684;"L7";2005-05-30;"high"
"8621";153220050;511;597;414;983;331;292,9;186;"L7";2005-05-30;"high"
"8622";153220120;344;499;389;1457;610;292,9;319;"L7";2005-05-30;"high"
"8623";153220190;508;647;581;1494;585;293,9;343;"L7";2005-05-30;"medium"
"8624";153230040;437;497;348;1157;487;291,8;292;"L7";2005-05-30;"medium"
"8625";153230050;438;587;429;2532;1232;292,9;653;"L7";2005-05-30;"medium"
"8626";153210130;414;510;422;1352;752;289,7;417;"L7";2005-06-15;"high"
"8627";153210200;448;572;458;1978;999;290,8;544;"L7";2005-06-15;"high"
"8628";153220050;464;605;428;1223;454;291,8;288;"L7";2005-06-15;"high"
"8629";153220120;466;607;448;1888;701;290,8;339;"L7";2005-06-15;"high"
"8630";153220190;471;654;531;1345;626;292,9;363;"L7";2005-06-15;"medium"
"8631";153230040;371;435;258;1545;629;292,9;263;"L7";2005-06-15;"medium"
"8632";153230050;372;564;391;2266;1064;293,4;489;"L7";2005-06-15;"medium"
"8633";153210130;271;340;245;820;364;290,2;163;"L7";2005-07-01;"medium"
"8634";153220050;111;128;97;160;44;290,2;12;"L7";2005-07-01;"medium"
"8635";153230040;252;313;164;1100;365;290,8;163;"L7";2005-07-01;"medium"
"8636";153230050;292;462;354;2720;1233;291,3;561;"L7";2005-07-01;"medium"
"8637";153210100;471;697;467;1151;627;292,9;421;"L7";2005-08-02;"medium"
"8638";153210110;440;377;313;1380;549;290,8;201;"L7";2005-08-02;"high"
"8639";153210130;426;358;275;972;495;290,8;228;"L7";2005-08-02;"medium"
"8640";153210100;341;479;388;1049;506;289,2;332;"L7";2005-08-18;"medium"
"8641";153210130;289;473;340;1831;1143;288,6;533;"L7";2005-08-18;"medium"
"8642";153220050;215;274;225;556;152;290,8;107;"L7";2005-08-18;"low"
"8643";153220120;320;555;539;2300;1325;291,8;558;"L7";2005-08-18;"low"
"8644";153220190;270;354;295;958;398;292,9;219;"L7";2005-08-18;"low"
"8645";153230040;157;254;144;1003;343;290,8;163;"L7";2005-08-18;"low"
"8646";153230050;243;395;271;2289;1185;291,3;500;"L7";2005-08-18;"low"
"8647";153210110;371;536;425;2055;1039;291,8;491;"L7";2005-09-03;"medium"
"8648";153210130;344;530;445;1767;1163;288,6;554;"L7";2005-09-03;"medium"
"8649";153210200;387;596;431;2007;1007;290,8;521;"L7";2005-09-03;"medium"
"8650";153210100;278;410;324;779;389;289,2;336;"L7";2006-06-02;"medium"
"8651";153210130;261;348;363;938;510;288,1;336;"L7";2006-06-02;"medium"
"8652";153220050;330;449;358;975;437;286,4;261;"L7";2006-06-02;"medium"
"8653";153220120;203;349;193;1290;509;287,5;213;"L7";2006-06-02;"medium"
"8654";153220190;319;497;420;1013;485;288,1;237;"L7";2006-06-02;"medium"
"8655";153230040;268;339;222;1324;393;286,4;214;"L7";2006-06-02;"low"
"8656";153210100;436;817;538;1391;903;297;567;"L7";2006-07-04;"medium"
"8657";153210110;365;566;391;1793;831;295,5;366;"L7";2006-07-04;"medium"
"8658";153210130;253;385;288;1513;830;295;391;"L7";2006-07-04;"medium"
"8659";153210200;389;568;507;1747;1362;298,5;789;"L7";2006-07-04;"medium"
"8660";153220050;396;699;436;347;126;296,5;116;"L7";2006-07-04;"medium"
"8661";153220120;397;667;426;3021;1168;296;490;"L7";2006-07-04;"medium"
"8662";153220190;452;668;540;1302;706;298,5;364;"L7";2006-07-04;"low"
"8663";153230040;275;358;187;1424;488;295,5;190;"L7";2006-07-04;"medium"
"8664";153230050;332;526;452;2057;1165;297;539;"L7";2006-07-04;"medium"
"8665";153210100;402;518;381;942;480;287,5;276;"L7";2006-07-20;"medium"
"8666";153220050;320;478;383;947;382;294,5;251;"L7";2006-07-20;"medium"
"8667";153220120;362;673;423;2545;1106;292,9;457;"L7";2006-07-20;"medium"
"8668";153220190;465;751;627;1231;681;291,3;455;"L7";2006-07-20;"low"
"8669";153230040;321;471;243;1110;408;292,9;148;"L7";2006-07-20;"low"
"8670";153230050;322;492;396;1880;1077;295;557;"L7";2006-07-20;"low"
"8671";153210110;332;438;367;2252;1102;289,2;575;"L7";2006-09-22;"medium"
"8672";153210130;304;470;452;1552;1695;288,1;904;"L7";2006-09-22;"medium"
"8673";153210200;356;434;337;1778;992;288,6;390;"L7";2006-09-22;"medium"
"8674";153220050;329;310;310;657;293;288,6;171;"L7";2006-09-22;"medium"
"8675";153220120;314;508;318;1393;608;288,1;317;"L7";2006-09-22;"medium"
"8676";153220190;326;423;299;777;399;287,5;207;"L7";2006-09-22;"medium"
"8677";153230040;234;303;249;1042;397;287;97;"L7";2006-09-22;"medium"
"8678";153230050;350;430;333;2430;1096;287,5;389;"L7";2006-09-22;"medium"
"8679";153210110;398;508;534;1284;1223;281,3;787;"L7";2007-04-02;"medium"
"8680";153210130;310;359;379;518;540;281,3;308;"L7";2007-04-02;"medium"
"8681";153210200;474;553;618;1027;1121;281,3;717;"L7";2007-04-02;"low"
"8682";153220050;373;388;328;427;265;279;245;"L7";2007-04-02;"low"
"8683";153220120;440;529;554;975;910;278,4;561;"L7";2007-04-02;"medium"
"8684";153220190;355;420;380;529;386;279,6;339;"L7";2007-04-02;"low"
"8685";153230040;322;321;273;512;383;277,2;275;"L7";2007-04-02;"medium"
"8686";153230050;449;546;594;1327;1495;280,1;1099;"L7";2007-04-02;"medium"
"8687";153210110;357;503;473;1552;983;284,7;542;"L7";2007-05-04;"medium"
"8688";153210200;399;460;456;1298;904;287;619;"L7";2007-05-04;"low"
"8689";153220050;333;448;403;676;395;283,6;203;"L7";2007-05-04;"low"
"8690";153220120;231;424;343;1089;649;283,6;306;"L7";2007-05-04;"low"
"8691";153220190;357;384;425;800;471;285,3;358;"L7";2007-05-04;"low"
"8692";153230040;248;369;216;638;421;283,6;306;"L7";2007-05-04;"low"
"8693";153230050;347;521;468;1455;1480;287;874;"L7";2007-05-04;"low"
"8694";153210110;368;579;413;2312;1128;291,3;638;"L7";2007-05-20;"medium"
"8695";153210130;268;380;356;766;400;290,8;221;"L7";2007-05-20;"medium"
"8696";153210200;346;489;393;1642;950;292,4;662;"L7";2007-05-20;"medium"
"8697";153220050;360;432;342;851;376;291,3;222;"L7";2007-05-20;"medium"
"8698";153220120;260;389;264;1225;426;290,8;222;"L7";2007-05-20;"medium"
"8699";153220190;308;490;394;889;499;291,8;324;"L7";2007-05-20;"medium"
"8700";153230040;245;340;220;977;452;290,2;170;"L7";2007-05-20;"medium"
"8701";153230050;343;536;395;1875;1144;292,4;581;"L7";2007-05-20;"medium"
"8702";153210100;440;551;399;1191;682;291,8;290;"L7";2007-06-05;"medium"
"8703";153210200;360;450;405;1724;1001;292,4;519;"L7";2007-06-05;"medium"
"8704";153220050;340;506;377;1070;365;291,8;241;"L7";2007-06-05;"medium"
"8705";153220120;296;481;336;1881;633;288,6;317;"L7";2007-06-05;"medium"
"8706";153220190;338;517;445;1068;439;292,4;341;"L7";2007-06-05;"medium"
"8707";153230040;182;318;209;1269;464;291,8;241;"L7";2007-06-05;"medium"
"8708";153230050;258;465;247;2026;1212;292,9;541;"L7";2007-06-05;"medium"
"8709";153230040;409;487;375;1396;548;292,9;255;"L7";2007-08-24;"high"
"8710";153230050;511;596;398;1851;1139;293,4;472;"L7";2007-08-24;"high"
"8711";153210100;330;415;341;906;548;288,6;394;"L7";2007-09-25;"medium"
"8712";153210110;351;475;365;2036;1190;288,1;506;"L7";2007-09-25;"medium"
"8713";153210130;302;461;524;1725;1474;287,5;875;"L7";2007-09-25;"medium"
"8714";153220050;344;340;275;552;228;287,5;136;"L7";2007-09-25;"medium"
"8715";153220190;253;339;303;551;157;288,1;209;"L7";2007-09-25;"medium"
"8716";153230040;259;312;193;785;264;287;137;"L7";2007-09-25;"medium"
"8717";153230050;347;471;334;1945;1182;288,1;466;"L7";2007-09-25;"medium"
"8718";153210100;296;490;346;1200;643;285,9;355;"L7";2008-05-06;"medium"
"8719";153210200;327;485;400;1571;1097;286,4;534;"L7";2008-05-06;"medium"
"8720";153220050;365;483;358;576;312;282,5;224;"L7";2008-05-06;"medium"
"8721";153220120;341;547;436;1860;1097;285,3;612;"L7";2008-05-06;"medium"
"8722";153220190;396;503;436;1074;615;284,7;354;"L7";2008-05-06;"low"
"8723";153230040;234;282;219;502;239;284,2;174;"L7";2008-05-06;"low"
"8724";153230050;294;479;415;2130;1467;285,9;737;"L7";2008-05-06;"low"
"8725";153220120;325;487;321;2046;892;295;361;"L7";2008-06-07;"medium"
"8726";153220190;447;680;720;1407;1179;296,5;903;"L7";2008-06-07;"medium"
"8727";153230040;343;422;225;1329;553;292,9;236;"L7";2008-06-07;"medium"
"8728";153230050;401;591;472;2516;1468;295,5;680;"L7";2008-06-07;"medium"
"8729";153210110;493;584;415;2462;1167;293,4;636;"L7";2008-07-25;"medium"
"8730";153210200;419;554;411;1843;982;293,4;471;"L7";2008-07-25;"medium"
"8731";153220050;477;611;440;915;356;291,8;172;"L7";2008-07-25;"medium"
"8732";153220120;399;546;424;2097;902;292,9;389;"L7";2008-07-25;"medium"
"8733";153220190;378;592;486;1134;615;292,9;253;"L7";2008-07-25;"medium"
"8734";153230040;261;377;212;1133;511;292,9;172;"L7";2008-07-25;"medium"
"8735";153230050;304;424;295;2225;1159;293,4;497;"L7";2008-07-25;"medium"
"8737";153210100;487;681;651;1543;1328;288,6;872;"L7";2009-04-23;"medium"
"8738";153210110;421;511;459;1413;980;284,7;597;"L7";2009-04-23;"medium"
"8739";153210130;324;383;367;558;219;285,3;99;"L7";2009-04-23;"medium"
"8740";153220050;360;458;324;392;197;283;73;"L7";2009-04-23;"medium"
"8741";153220190;381;458;409;568;330;284,7;128;"L7";2009-04-23;"medium"
"8742";153230040;261;281;190;211;88;283;99;"L7";2009-04-23;"medium"
"8743";153230050;415;569;531;1533;1374;289,7;894;"L7";2009-04-23;"medium"
"8744";153210100;352;533;396;713;444;291,3;290;"L7";2009-05-25;"medium"
"8745";153210110;301;525;351;2262;930;289,7;564;"L7";2009-05-25;"medium"
"8746";153210130;240;429;341;1150;372;290,8;142;"L7";2009-05-25;"medium"
"8747";153220050;325;518;383;913;469;289,2;216;"L7";2009-05-25;"low"
"8748";153220120;212;352;290;1305;638;289,2;340;"L7";2009-05-25;"low"
"8749";153220190;317;492;361;949;395;290,2;191;"L7";2009-05-25;"low"
"8750";153230040;221;310;251;1108;422;288,6;218;"L7";2009-05-25;"low"
"8751";153230050;314;452;307;2303;1257;289,7;559;"L7";2009-05-25;"low"
"8752";153210110;353;537;373;2449;1168;291,3;525;"L7";2009-07-28;"medium"
"8753";153210130;352;526;343;2991;1190;289,7;497;"L7";2009-07-28;"medium"
"8754";153210200;359;554;408;1871;930;289,7;496;"L7";2009-07-28;"medium"
"8755";153220190;321;456;362;1264;517;291,8;334;"L7";2009-07-28;"medium"
"8756";153210110;467;554;427;2712;1278;288,6;576;"L7";2009-09-14;"medium"
"8757";153210130;333;533;408;2697;1609;288,1;609;"L7";2009-09-14;"medium"
"8758";153220050;346;415;355;682;305;288,6;193;"L7";2009-09-14;"medium"
"8759";153220190;335;438;350;751;369;287,5;295;"L7";2009-09-14;"medium"
"8760";153210100;396;502;524;1389;1128;284,7;716;"L7";2009-09-30;"medium"
"8761";153210130;378;513;473;2185;1496;283;679;"L7";2009-09-30;"low"
"8762";153220120;241;257;187;436;171;284,7;107;"L7";2009-09-30;"low"
"8763";153220190;234;340;232;637;246;285,3;33;"L7";2009-09-30;"low"
"8764";153230040;295;275;175;521;137;284,7;70;"L7";2009-09-30;"low"
"8765";153230050;383;437;318;2314;1192;284,2;560;"L7";2009-09-30;"low"
"8766";153210100;370;458;392;687;431;284,2;315;"L7";2010-04-26;"medium"
"8767";153210110;428;538;568;1605;1201;283,6;722;"L7";2010-04-26;"medium"
"8768";153210200;458;591;655;1381;1248;285,3;719;"L7";2010-04-26;"medium"
"8769";153220050;412;481;518;862;563;280,1;342;"L7";2010-04-26;"medium"
"8770";153220120;402;545;491;817;749;278,4;613;"L7";2010-04-26;"medium"
"8771";153220190;466;568;533;990;799;280,7;531;"L7";2010-04-26;"medium"
"8772";153230040;326;355;341;691;484;283;395;"L7";2010-04-26;"medium"
"8773";153230050;348;519;529;1207;1351;285,3;825;"L7";2010-04-26;"medium"
"8774";153210110;394;609;434;1893;1098;289,2;542;"L7";2010-05-12;"medium"
"8775";153210200;456;616;544;1764;1276;288,6;648;"L7";2010-05-12;"medium"
"8776";153220050;381;503;402;869;409;288,1;199;"L7";2010-05-12;"medium"
"8777";153220120;320;415;343;869;535;287,5;382;"L7";2010-05-12;"medium"
"8778";153220190;350;466;407;786;460;287,5;330;"L7";2010-05-12;"medium"
"8779";153230040;225;308;228;742;358;289,2;225;"L7";2010-05-12;"medium"
"8780";153230050;285;507;346;1659;1012;289,7;668;"L7";2010-05-12;"medium"
"8781";153210100;282;381;322;941;534;295;313;"L7";2010-06-29;"medium"
"8782";153220120;198;493;348;2152;1036;293,9;460;"L7";2010-06-29;"medium"
"8783";153230040;212;270;146;1097;393;293,9;166;"L7";2010-06-29;"low"
"8784";153230050;249;452;275;2442;1173;294,5;458;"L7";2010-06-29;"low"
"8785";153220050;452;649;456;715;216;293,9;115;"L7";2010-07-15;"medium"
"8786";153220120;639;924;741;2785;1568;292,9;754;"L7";2010-07-15;"medium"
"8787";153210100;343;307;233;480;287;283,6;149;"L7";2010-10-03;"medium"
"8788";153230050;414;623;510;2166;1383;281,9;659;"L7";2010-10-03;"low"
"8789";153210100;447;499;481;1026;583;291,3;341;"L7";2011-04-29;"medium"
"8790";153210200;510;594;522;1568;1039;290,2;535;"L7";2011-04-29;"medium"
"8791";153220050;540;573;525;707;394;288,6;258;"L7";2011-04-29;"medium"
"8792";153220120;425;548;569;1025;959;291,8;838;"L7";2011-04-29;"medium"
"8793";153220190;484;542;477;749;365;288,6;312;"L7";2011-04-29;"medium"
"8794";153230040;399;447;284;705;393;288,6;229;"L7";2011-04-29;"medium"
"8795";153230050;444;570;566;1564;1305;290,8;727;"L7";2011-04-29;"medium"
"8796";153210100;288;373;295;667;416;295,5;191;"L7";2011-05-31;"medium"
"8797";153210110;326;532;399;2689;1172;293,9;418;"L7";2011-05-31;"medium"
"8798";153210130;286;543;389;2077;732;293,9;292;"L7";2011-05-31;"medium"
"8799";153220050;339;540;406;1231;682;292,9;392;"L7";2011-05-31;"medium"
"8800";153220190;345;564;523;1068;560;293,4;440;"L7";2011-05-31;"medium"
"8801";153230040;263;335;223;1229;394;292,4;167;"L7";2011-05-31;"low"
"8802";153230050;263;480;353;1859;946;293,4;515;"L7";2011-05-31;"low"
"8803";153220190;429;530;379;919;424;291,8;284;"L7";2011-06-16;"high"
"8804";153230040;317;404;227;1541;622;290,2;260;"L7";2011-06-16;"high"
"8805";153230050;419;538;466;2281;1382;292,4;614;"L7";2011-06-16;"high"
"8806";153210100;667;797;673;1596;938;293,4;544;"L7";2011-07-18;"high"
"8807";153220120;417;648;440;2385;1009;294,5;409;"L7";2011-07-18;"medium"
"8808";153220190;399;704;687;1112;704;296,5;407;"L7";2011-07-18;"medium"
"8809";153230040;449;522;309;1153;375;294,5;92;"L7";2011-07-18;"medium"
"8810";153230050;408;610;446;2373;1206;295;564;"L7";2011-07-18;"medium"
"8811";153210100;284;442;348;830;440;292,9;200;"L7";2011-08-03;"medium"
"8812";153210110;400;575;403;2909;1391;292,9;635;"L7";2011-08-03;"medium"
"8813";153220120;473;724;704;2123;1444;288,1;815;"L7";2011-08-19;"medium"
"8814";153210100;289;393;346;956;825;291,3;554;"L7";2011-09-04;"medium"
"8815";153210130;313;447;370;3007;1491;289,7;617;"L7";2011-09-04;"medium"
"8816";153220120;324;612;494;1356;975;290,8;584;"L7";2011-09-04;"medium"
"8817";153220190;284;382;288;805;283;290,2;147;"L7";2011-09-04;"medium"
"8818";153230040;202;235;180;808;255;289,7;116;"L7";2011-09-04;"low"
"8819";153230050;250;416;342;1744;912;289,2;396;"L7";2011-09-04;"low"
"8820";153210100;372;533;427;850;657;292,4;394;"L7";2012-05-01;"medium"
"8821";153210130;325;384;396;680;240;291,8;178;"L7";2012-05-01;"medium"
"8822";153220120;276;417;322;1155;632;290,2;366;"L7";2012-05-01;"medium"
"8823";153230040;281;346;258;560;322;290,2;179;"L7";2012-05-01;"low"
"8824";153230050;504;723;774;1660;1737;294,5;1322;"L7";2012-05-01;"low"
"8825";154210040;294;370;238;555;269;290,2;207;"L7";2012-05-01;"medium"
"8826";153210100;350;479;338;1226;871;293,9;491;"L7";2012-06-18;"medium"
"8827";153210110;361;517;353;2064;752;291,3;466;"L7";2012-06-18;"medium"
"8828";153210130;245;452;295;1984;751;292,4;316;"L7";2012-06-18;"medium"
"8829";153220050;389;727;468;230;78;292,4;116;"L7";2012-06-18;"medium"
"8830";153220190;353;624;506;1340;821;293,9;488;"L7";2012-06-18;"medium"
"8831";153230040;161;219;68;284;-32;291,3;-3;"L7";2012-06-18;"low"
"8832";153230050;290;481;358;3659;1934;295,5;980;"L7";2012-06-18;"low"
"8833";153210200;440;677;493;2429;1374;290,8;643;"L7";2012-07-04;"high"
"8834";153210100;345;512;408;1761;1253;292,9;679;"L7";2012-08-05;"medium"
"8835";153210130;413;535;387;1898;823;291,8;372;"L7";2012-08-05;"medium"
"8836";153220190;374;569;418;1653;766;294,5;371;"L7";2012-08-05;"medium"
"8837";153230040;562;659;372;542;236;290,8;151;"L7";2012-08-05;"medium"
"8838";153230050;477;636;582;3015;1848;293,4;1058;"L7";2012-08-05;"medium"
"8839";153210100;485;547;526;1620;1296;293,4;646;"L7";2012-08-21;"high"
"8840";153210110;540;782;618;2502;1356;291,8;719;"L7";2013-05-20;"medium"
"8841";153210200;458;692;599;1859;1351;292,9;769;"L7";2013-05-20;"medium"
"8842";153210100;459;595;456;1107;654;295,5;369;"L7";2013-06-21;"medium"
"8843";153210130;395;616;375;2855;1174;295;472;"L7";2013-06-21;"medium"
"8844";153220120;347;616;418;2121;946;294,5;494;"L7";2013-06-21;"medium"
"8845";153220190;437;686;613;1271;631;297,5;393;"L7";2013-06-21;"medium"
"8846";153230040;296;374;258;1192;393;295;242;"L7";2013-06-21;"low"
"8847";153230050;352;538;497;2140;1302;297,5;717;"L7";2013-06-21;"low"
"8848";153210100;597;862;633;1438;781;290,8;468;"L7";2013-07-07;"high"
"8849";153210130;333;522;284;2263;864;295,5;352;"L7";2013-08-08;"medium"
"8850";153210200;408;604;446;1964;969;296;494;"L7";2013-08-08;"medium"
"8851";153220050;425;591;497;970;646;296,5;409;"L7";2013-08-08;"medium"
"8852";153220190;538;805;709;1282;698;296,5;323;"L7";2013-08-08;"medium"
"8853";153230040;339;451;310;1193;511;296;240;"L7";2013-08-08;"medium"
"8854";153230050;490;638;581;1863;1312;298;742;"L7";2013-08-08;"medium"
"8855";153210100;267;225;181;401;202;289,7;133;"L7";2013-08-24;"medium"
"8856";153210130;315;457;363;2577;999;290,2;456;"L7";2013-08-24;"medium"
"8857";153220190;325;509;343;1109;255;290,8;13;"L7";2013-08-24;"medium"
"8858";153230040;356;454;226;495;88;290,2;-41;"L7";2013-08-24;"medium"
"8859";153230050;285;454;338;2332;1136;290,8;484;"L7";2013-08-24;"medium"
"8860";153220050;364;420;388;750;508;287;404;"L7";2013-09-09;"low"
"8861";153220120;319;545;449;1246;722;290,8;372;"L7";2013-09-09;"low"
"8862";153220190;238;501;433;1014;538;291,3;215;"L7";2013-09-09;"low"
"8863";153230040;242;271;180;789;297;290,8;123;"L7";2013-09-09;"low"
"8864";153230050;338;478;435;1887;1475;291,8;902;"L7";2013-09-09;"low"
"8865";153210100;584;638;577;871;445;285,3;300;"L7";2013-10-11;"low"
"8866";153210130;590;740;748;1632;2042;283;1120;"L7";2013-10-11;"medium"
"8867";153220050;627;696;528;788;523;284,2;297;"L7";2013-10-11;"medium"
"8868";153220120;632;575;532;1481;914;284,2;480;"L7";2013-10-11;"medium"
